id saoNumber fopNumber
US20050203495A1 11 19
US20060212823A1 16 16
US20060225032A1 4 6
US20020158864A1 12 13
US20090112562A1 7 111
US20060080658A1 8 8
US20070239700A1 18 26
US20090150711A1 25 52
US20080041151A1 3 17
US20040020942A1 12 11
US20070033650A1 15 60
US20030187995A1 45 75
US20040054925A1 25 23
US20060174130A1 18 10
US09122655B2 8 23
US20030040909A1 11 31
US20040162251A1 2 2
US08287552B2 4 26
US20050085695A1 22 28
US10553132B2 12 30
US20030020989A1 20 46
US20030113055A1 9 49
US20080282191A1 21 18
US20050223041A1 15 33
US20070201823A1 18 20
US20050150951A1 28 58
US20030154134A1 4 8
US20020120533A1 5 23
US20060119618A1 1 5
US20060227756A1 7 28
US20020083178A1 85 117
US20040103288A1 20 63
US20070147616A1 2 14
US20080244239A1 8 21
US20090031360A1 15 54
US20050055724A1 9 10
US20070250863A1 15 55
US20090019468A1 6 15
US08527869B2 37 59
US20020059094A1 24 59
US20060200438A1 40 99
US20030033277A1 16 64
US20030218639A1 22 29
US20030217027A1 38 94
US08489780B2 24 45
US20020120820A1 5 30
US20070106670A1 6 6
US20060282538A1 4 16
US20080307174A1 10 26
US20060259489A1 16 31
US20070106981A1 24 66
US20090047939A1 7 34
US20030022671A1 10 13
US20050152526A1 20 32
US08933933B2 24 25
US20060284885A1 18 12
US08329349B2 8 19
US20040170876A1 4 6
US20060214173A1 18 86
US20020123164A1 66 66
US20020030444A1 32 39
US20090049137A1 8 34
US20060173936A1 9 16
US20060120493A1 5 26
US20030128776A1 15 24
US20040174210A1 11 21
US08891812B2 3 15
US20050258246A1 34 35
US20090024421A1 48 35
US20020019793A1 23 36
US20070105001A1 8 19
US20030077501A1 12 36
US20090019211A1 18 21
US20080034149A1 4 12
US20070296125A1 10 12
US20020150707A1 9 30
US20040018237A1 9 15
US20020160040A1 1 6
US20070013605A1 2 7
US20040246185A1 1 2
US08607138B2 29 53
US20060222704A1 14 156
US20050099476A1 13 34
US20050256398A1 48 108
US20020049375A1 22 37
US20080141274A1 28 38
US20040205439A1 9 8
US20050246186A1 11 7
US20030079222A1 9 7
US20040037421A1 15 43
US20020057336A1 7 10
US20070186240A1 6 2
US5843697A 2 3
US20060218116A1 24 19
US20050144154A1 64 72
US20070073708A1 15 17
US07146416B1 12 40
US20080145268A1 9 70
US20030078552A1 10 26
US20040120904A1 25 20
US20050131363A1 13 9
US20080147026A1 13 12
US20060137838A1 6 8
US20090006506A1 22 46
US20050081190A1 24 25
US20040248612A1 7 32
US20070203483A1 8 12
US20050113827A1 4 30
US09704092B2 9 28
US20020024439A1 22 41
US20050242950A1 5 19
US20080072255A1 15 22
US20040221303A1 19 11
US20080276060A1 8 55
US20060031448A1 18 18
US20020095672A1 33 28
US20040148498A1 17 24
US20050256667A1 6 14
US20020161751A1 21 43
US20040122849A1 11 12
US20060090209A1 17 51
US20040123137A1 17 26
US20050021966A1 20 8
US09478133B2 5 11
US20060161341A1 11 30
US20090038375A1 4 24
US20070118525A1 7 54
US20050190273A1 19 34
US20030052897A1 18 19
US20060218148A1 9 20
US20070065691A1 16 34
US20030165725A1 3 16
US08965841B2 9 35
US20040148083A1 52 59
US20080186952A1 10 68
US20040034793A1 11 51
US07158491B1 45 44
US20090112794A1 36 28
US20070130206A1 10 37
US09471712B2 33 19
US20050108340A1 58 23
US20100035461A1 6 37
US20050138267A1 18 36
US20090032964A1 12 15
US20040056345A1 13 30
US20060043599A1 20 24
US20060160274A1 8 26
US20040103120A1 8 96
US20020143565A1 8 25
US20020104093A1 21 32
US20030020744A1 48 68
US20050234307A1 10 31
US20020052539A1 16 39
US20080253526A1 7 78
US07203276B2 47 91
US06865248B1 16 46
US20080057938A1 4 14
US20050239504A1 11 13
US20020168986A1 10 40
US20090031346A1 6 11
US20040148638A1 13 13
US20090089352A1 17 120
US20040032495A1 11 30
US20070276807A1 15 29
US20080221989A1 10 13
US20090150533A1 15 46
US20060212481A1 5 19
US20060235907A1 6 23
US20080026723A1 12 50
US20040266399A1 52 34
US20090197719A1 14 12
US20080280709A1 7 15
US20050253172A1 7 17
US20050136600A1 58 24
US10086253B2 8 108
US20010047281A1 20 29
US20030074225A1 17 23
US20040107117A1 32 52
US20060093069A1 12 16
US20030012305A1 22 58
US20040147238A1 7 29
US20080275582A1 23 28
US20040039469A1 34 50
US20070150085A1 8 24
US09600545B2 17 32
US20030014396A1 27 33
US20060211452A1 3 18
US20020022452A1 4 25
US20020173290A1 5 19
US20070278036A1 8 28
US20050230184A1 19 30
US20050269475A1 4 16
US09043212B2 57 120
US20020087704A1 12 66
US20090125496A1 9 19
US07058704B1 28 44
US10162618B2 17 72
US20020112232A1 41 51
US20020013939A1 15 17
US10453034B2 1 57
US20040025057A1 3 16
US20080021962A1 8 18
US20060224675A1 17 27
US08732385B2 12 23
US20020007434A1 9 43
US20050080849A1 9 30
US20040263636A1 30 65
US20040172255A1 26 27
US20040201710A1 25 32
US20070157213A1 22 14
US20040240458A1 7 21
US20050270973A1 4 13
US20090078429A1 11 104
US20020050361A1 25 31
US20030148638A1 11 44
US20050194150A1 16 21
US20080047703A1 13 15
US20020051796A1 5 21
US08700413B2 24 9
US07783499B2 18 12
US20040086569A1 34 39
US20020082679A1 25 114
US20070236902A1 13 34
US20040085954A1 6 24
US07083422B2 38 31
US20060190560A1 8 64
US20020016871A1 5 9
US20020103850A1 36 61
US20060143137A1 8 9
US20080040801A1 10 25
US08762834B2 28 252
US20050267909A1 7 9
US20030237046A1 23 30
US07620937B2 67 40
US20030145279A1 12 36
US07593846B2 28 30
US20050114368A1 19 12
US20050256893A1 5 7
US20070265636A1 4 7
US20070050023A1 40 25
US20080281916A1 4 12
US20020021688A1 4 15
US20040115273A1 36 38
US20080111692A1 8 24
US20050088299A1 56 107
US20080082609A1 7 29
US20060244818A1 22 43
US20090204081A1 19 46
US20050119685A1 14 51
US08949886B2 20 132
US20050039205A1 28 50
US20080155590A1 10 6
US20020104086A1 18 35
US20070211014A1 4 130
US20020084973A1 5 31
US20050083280A1 8 25
US20080158141A1 5 15
US20050140461A1 17 62
US20050259064A1 10 20
US20090000438A1 8 7
US20020038588A1 5 23
US20040250280A1 63 33
US20050015804A1 14 29
US20060201072A1 15 33
US20060185262A1 8 42
US20070253087A1 9 21
US07450332B2 20 26
US20070266420A1 5 28
US20040193870A1 158 46
US20050091537A1 30 10
US20090010257A1 13 16
US20070217331A1 8 14
US09769531B2 18 28
US20030070181A1 8 73
US20080299487A1 14 28
US20080166667A1 21 14
US20070153117A1 8 32
US20040252208A1 2 8
US20050079198A1 3 14
US20030124172A1 9 10
US20020084194A1 69 41
US20070135529A1 7 24
US20050259635A1 17 68
US20050223046A1 36 108
US20020087587A1 12 12
US20050165713A1 28 72
US20050209935A1 12 40
US20080307392A1 32 94
US20090063371A1 18 106
US20040215977A1 10 21
US20060149821A1 48 20
US20090315226A1 5 36
US20050249904A1 26 19
US20080038500A1 45 42
US20070008945A1 12 32
US20040152429A1 15 29
US07171176B1 20 81
US20090048918A1 9 30
US20050177463A1 14 54
US20050216346A1 31 22
US20070130001A1 13 22
US20060223541A1 6 30
US20020159431A1 18 13
US20040264475A1 9 11
US20060224763A1 10 32
US20080146633A1 4 9
US5973005A 2 10
US20080004901A1 13 27
US20060105825A1 44 19
US20080271740A1 6 3
US20020104543A1 24 30
US20080028902A1 25 47
US20040059457A1 8 12
US20060109940A1 8 26
US07098707B2 27 57
US07110449B2 29 32
US20060122784A1 55 9
US20080163072A1 9 50
US20080127089A1 6 15
US20040230896A1 27 38
US20070106699A1 18 75
US20040133876A1 30 65
US20050114381A1 10 12
US20140032680A1 27 29
US20060031412A1 7 65
US20080026036A1 12 20
US07160552B2 75 51
US09083758B2 21 105
US20060143646A1 4 15
US20040153552A1 62 41
US20060248184A1 15 32
US08809179B2 28 80
US20060118857A1 17 43
US20030142550A1 17 37
US20080285470A1 7 14
US20020093712A1 78 86
US20070180453A1 6 34
US20050188075A1 19 32
US20070184813A1 14 54
US20040170154A1 8 40
US20070082715A1 1 28
US20090089928A1 7 9
US20070124874A1 3 5
US20050254524A1 18 50
US20040068756A1 18 31
US20040230655A1 19 60
US20060224593A1 14 108
US20050097180A1 3 24
US20020165849A1 14 45
US20090248918A1 11 15
US20040090984A1 15 33
US20070083604A1 41 81
US20070265973A1 9 26
US20070116649A1 16 148
US6987094B2 1 4
US20070071686A1 2 3
US20050244339A1 14 17
US20080155810A1 18 23
US20070081279A1 15 41
US20070178303A1 9 6
US5278272A 2 7
US5451450A 1 3
US20060088737A1 26 111
US20040185308A1 8 34
US20030219631A1 7 42
US20040038083A1 36 62
US20060008426A1 2 12
US07341712B2 5 8
US07029660B2 5 20
US07060257B2 12 17
US20080140691A1 3 15
US20020165911A1 2 10
US20110210029A1 4 46
US20090057325A1 11 30
US4765458A 2 13
US20080186627A1 36 108
US20080221909A1 14 22
US20060010204A1 12 20
US20070022442A1 8 10
US20080226707A1 10 24
US20080193515A1 8 9
US20050261189A1 7 23
US08817597B2 32 83
US20050129038A1 13 14
US20080082622A1 8 16
US20030236745A1 12 80
US20050265578A1 12 33
US20020054164A1 9 10
US20070239399A1 15 180
US20030061403A1 1 13
US20050216106A1 1 2
US20020188522A1 43 126
US07248964B2 13 20
US07429936B2 10 7
US20020173295A1 42 53
US20030079137A1 15 20
US20020147588A1 132 39
US20080163048A1 51 18
US20080104058A1 26 13
US20080057867A1 1 16
US20060258289A1 12 81
US20040087273A1 9 22
US20070109411A1 13 36
US20030131002A1 16 18
US20050240148A1 11 54
US20040243156A1 21 51
US20050228343A1 16 15
US20070055688A1 22 19
US20060187048A1 22 23
US20060073897A1 15 40
US20040204226A1 59 63
US20050233798A1 36 58
US20070150369A1 15 34
US20070174133A1 9 6
US20060276165A1 8 21
US20030078071A1 5 19
US20050065937A1 21 29
US20050005261A1 15 14
US11084568B2 7 14
US20030120264A1 98 157
US20090242519A1 7 10
US5879474A 1 8
US20070073897A1 13 44
US20040193615A1 20 31
US20040193566A1 16 21
US20090089827A1 6 15
US20060031870A1 6 13
US20070005065A1 4 8
US20050085824A1 11 64
US20080102122A1 16 40
US20040150788A1 21 29
US20080114577A1 1 18
US20060264780A1 6 19
US20040225203A1 13 17
US20080097358A1 14 14
US20050224388A1 17 30
US20090009958A1 19 105
US20050083651A1 9 29
US20060272342A1 10 45
US20080300725A1 26 17
US20080228930A1 12 60
US20040162873A1 9 14
US20050086197A1 24 20
US20060195239A1 7 20
US20030040272A1 5 32
US20090138249A1 9 96
US20090113394A1 38 68
US20060167881A1 32 44
US07363278B2 11 23
US09183579B2 11 22
US20050071232A1 8 36
US20060230073A1 2 24
US20020102966A1 19 27
US20020184203A1 24 35
US20060002607A1 24 30
US20060012677A1 13 16
US20080249908A1 14 74
US20040024697A1 23 24
US20040148255A1 2 13
US20090250700A1 10 34
US20040248386A1 25 103
US20080275515A1 4 17
US20030045914A1 2 14
US20100069819A1 11 58
US20030040804A1 49 70
US20030109931A1 3 10
US20090254039A1 12 22
US20080121553A1 5 37
US09628761B2 16 78
US20020157109A1 13 17
US20080301744A1 8 25
US20090285097A1 9 20
US20080279103A1 15 43
US20080086293A1 4 8
US20070162124A1 64 53
US20030171811A1 42 103
US20060171304A1 3 11
US20050090250A1 4 11
US20060155255A1 9 15
US20020165516A1 15 19
US09148459B2 8 32
US20030050083A1 9 32
US20090150399A1 9 38
US20050027718A1 8 25
US20060265661A1 10 42
US20060253391A1 54 270
US20020002524A1 39 58
US20030046105A1 37 81
US20030225653A1 25 45
US20050021434A1 9 18
US20080215474A1 34 71
US20080077002A1 30 35
US20050107694A1 14 30
US20050055371A1 24 10
US20020069284A1 46 76
US20080096838A1 14 19
US20020156033A1 9 27
US20080209009A1 3 14
US20070147303A1 14 54
US20020021681A1 40 32
US20050073977A1 16 43
US20060059016A1 20 33
US20050059034A1 10 12
US20080270178A1 6 40
US20060190297A1 18 41
US20030144882A1 27 29
US20070143459A1 11 62
US20030005313A1 14 26
US20030182571A1 5 13
US20070083498A1 16 11
US20010049677A1 11 39
US20090308321A1 9 17
US20080141944A1 21 42
US20070023097A1 9 13
US20030012908A1 2 6
US20090130973A1 31 64
US07103374B2 15 33
US20060193295A1 12 17
US20020002708A1 144 135
US09501513B2 22 92
US20070143477A1 35 43
US20060101081A1 32 95
US09317302B2 19 28
US20030063120A1 15 39
US08914683B2 18 44
US20070011549A1 11 13
US20100083066A1 14 26
US20100126950A1 6 33
US20080185353A1 14 51
US09146619B2 24 47
US20020030689A1 127 81
US20090207834A1 12 16
US20040037278A1 13 41
US20080069114A1 7 17
US20090138402A1 9 86
US20020112171A1 90 144
US20090106671A1 24 32
US20090125540A1 29 15
US07395258B2 20 42
US20080237284A1 2 38
US20040108346A1 17 22
US20040129852A1 5 16
US20080146489A1 6 45
US20030114791A1 48 55
US20060280858A1 4 17
US20020187184A1 7 20
US20090043859A1 8 28
US20070011250A1 20 42
US20080272920A1 19 76
US20080143516A1 30 52
US20020196151A1 26 67
US20090038996A1 8 54
US20020096269A1 64 104
US20030075414A1 31 104
US09318100B2 20 90
US20030188255A1 29 29
US20030229847A1 16 11
US20060114987A1 42 92
US20080256801A1 21 40
US20050172494A1 5 9
US20070180700A9 13 11
US09155108B2 23 54
US20080076359A1 9 49
US20050164785A1 9 16
US20030073489A1 56 64
US20080065364A1 5 9
US20020172873A1 25 18
US20080059136A1 4 9
US20090096081A1 7 18
US20030015778A1 11 23
US20040207064A1 7 19
US20090193280A1 12 23
US20040215998A1 38 55
US20070270899A1 1 15
US20040044399A1 18 32
US20040044768A1 21 225
US20010037292A1 27 43
US20030037102A1 35 81
US20040015584A1 25 59
US20060148565A1 11 36
US20020039923A1 22 32
US20030064807A1 41 128
US20090029314A1 4 12
US20050019730A1 6 13
US20070111156A1 32 41
US20090202463A1 4 22
US6190675B1 1 10
US20020098159A1 18 30
US20090060305A1 8 28
US20090267940A1 6 15
US20030071810A1 10 33
US20070097398A1 13 14
US20050108364A1 20 22
US20070214159A1 16 16
US20050256852A1 14 16
US20090003381A1 10 36
US20060039377A1 3 10
US20040208786A1 9 10
US4359463A 4 9
US20100050272A1 12 16
US20020077985A1 10 22
US20080008607A1 12 17
US20050244290A1 5 11
US20100199921A1 2 12
US20070283899A1 18 13
US20080149041A1 9 21
US20070232301A1 21 51
US20080130637A1 17 17
US20070053514A1 11 23
US20050097618A1 11 30
US20070254170A1 12 17
US20020150771A1 16 23
US20070260627A1 24 6
US20070214476A1 28 18
US20070135055A1 2 8
US20040100772A1 29 57
US20080195965A1 2 24
US20080052125A1 11 41
US20090148273A1 8 76
US20030035719A1 14 12
US20040025490A1 26 83
US20060095453A1 27 92
US20050073576A1 10 74
US20050063552A1 16 66
US20050226437A1 7 33
US20030126035A1 37 47
US20090223272A1 4 10
US07409844B2 2 21
US08806682B2 16 38
US20020174487A1 4 17
US20090133427A1 5 13
US20050109497A1 4 3
US08903406B2 3 13
US20060259056A1 36 25
US20020177863A1 5 20
US20090211704A1 2 14
US20080294975A1 18 29
US20050125727A1 5 20
US20060206911A1 19 54
US20050270371A1 32 31
US07493038B2 9 31
US20080068995A1 41 64
US07327724B2 26 42
US07209458B2 34 80
US20040117004A1 18 15
US20010027339A1 20 25
US20100169457A1 10 28
US20030023754A1 43 31
US20030126134A1 29 39
US20090285348A1 5 9
US20080069289A1 3 15
US20050210655A1 39 17
US20080319811A1 10 40
US20070225949A1 35 15
US20020077711A1 23 49
US20080242949A1 4 16
US20040197750A1 19 32
US20090302723A1 1 36
US20040222725A1 16 30
US20040168384A1 4 2
US20080252131A1 15 108
US20060175887A1 9 50
US20080310767A1 1 21
US20050261644A1 9 26
US08685216B2 17 104
US20030183525A1 4 15
US20030186453A1 8 10
US20070013769A1 13 28
US20010044324A1 8 26
US20050037806A1 24 41
US20080112829A1 1 8
US20050008512A1 64 151
US20090178434A1 6 5
US20080087037A1 15 25
US20040176989A1 17 14
US20020035489A1 32 168
US20080195670A1 9 8
US20060117091A1 16 38
US20080208683A1 6 8
US20030079758A1 9 21
US20030211173A1 10 19
US20050196510A1 7 18
US20080271145A1 5 2
US20070030149A1 10 26
US20070300207A1 3 15
US20070179757A1 14 52
US20050283371A1 39 14
US07019759B1 15 34
US20060166365A1 6 28
US20040015012A1 3 26
US09084377B2 9 32
US20080296761A1 20 22
US20090267213A1 46 28
US09137473B2 10 40
US07831930B2 2 19
US20080260836A1 14 26
US20020131990A1 22 35
US20010022964A1 10 29
US20080032748A1 1 8
US20060128368A1 9 16
US08916464B2 17 15
US20060278984A1 3 8
US09461758B2 11 44
US20060120327A1 44 38
US20100020887A1 6 25
US20090055756A1 10 23
US20060010095A1 96 67
US20090012948A1 19 24
US20020133504A1 15 80
US20060211947A1 3 37
US20040158133A1 20 51
US20070229920A1 21 23
US20050071283A1 75 121
US20040225537A1 13 24
US20100260925A1 5 16
US20060257213A1 8 27
US20070037711A1 1 4
US20090036404A1 3 1
US20090036554A1 12 5
US20080175801A1 6 11
US20060171907A1 7 13
US20060223032A1 7 15
US20020093655A1 3 11
US09106540B2 17 76
US20080240122A1 35 100
US20070233656A1 22 34
US20050015366A1 29 38
US20080215198A1 25 22
US20090125168A1 7 17
US20060153168A1 13 48
US20020120746A1 14 14
US20020126820A1 29 59
US20050249190A1 20 28
US20040198439A1 157 65
US20040263478A1 3 9
US20070030226A1 26 78
US20020021400A1 20 41
US20030006948A1 9 38
US20030153519A1 10 96
US20030124513A1 25 44
US20040259247A1 14 180
US6107027A 1 16
US20070268163A1 13 16
US20020002540A1 25 38
US20080145269A1 7 102
US20050112085A1 13 24
US20030203009A1 17 39
US20090297309A1 14 25
US20050172566A1 30 43
US20080196945A1 10 76
US20030063073A1 30 70
US20040252109A1 2 12
US20090052556A1 4 26
US20030125030A1 5 11
US20080195833A1 12 36
US20060129749A1 36 55
US20050154851A1 10 16
US20090217374A1 8 10
US20010042225A1 21 61
US20070194881A1 11 16
US20060108417A1 4 14
US20070055881A1 24 36
US20050033957A1 40 79
US20040088193A1 5 23
US20050105788A1 41 41
US20080219669A1 10 44
US20040240478A1 39 43
US20050122969A1 10 4
US20070171917A1 11 25
US20070268895A1 15 18
US10579137B2 3 20
US20040229349A1 17 33
US20090017412A1 4 9
US20060228664A1 28 33
US20070117573A1 7 22
US20020127993A1 27 74
US20090055255A1 7 8
US20010011250A1 13 25
US20020157221A1 2 4
US20040045140A1 1 5
US20090094052A1 8 12
US20040015778A1 31 58
US20070217737A1 9 32
US20080082024A1 2 30
US20070191728A1 32 67
US20070112274A1 24 107
US20090241144A1 21 48
US20030194200A1 6 4
US20080188213A1 20 41
US20080220532A1 6 16
US20080164211A1 4 14
US20030166160A1 2 3
US09063531B2 5 10
US20060123174A1 12 44
US09002550B2 10 18
US20070125083A1 15 16
US20090313307A1 41 11
US20090109959A1 11 19
US20080098754A1 16 28
US20040237549A1 2 15
US20090090763A1 17 80
US20060278680A1 37 42
US20090057208A1 3 8
US20040035764A1 16 63
US11219040B2 25 25
US07011143B2 2 28
US20060282134A1 5 22
US20020143373A1 11 35
US20030187486A1 4 15
US20060115318A1 2 5
US20070289596A1 3 42
US20080283052A1 10 21
US20060206189A1 7 21
US20090259621A1 23 21
US20070288546A1 19 18
US20040254911A1 4 11
US20080134039A1 1 4
US20080235254A1 7 24
US20060036592A1 13 38
US20060179074A1 6 15
US20070060137A1 7 13
US07243123B1 27 36
US20070283032A1 4 25
US20050094632A1 9 12
US20030060371A1 19 32
US20040259732A1 3 12
US07071188B2 4 10
US20080299418A1 4 26
US20050238943A1 8 17
US20080072264A1 1 14
US20010037461A1 12 23
US20050033396A1 12 25
US20030204231A1 12 30
US20070144938A1 17 26
US20010022840A1 8 16
US20070055541A1 6 8
US20040009459A1 32 56
US20070055540A1 5 16
US20020186818A1 93 95
US08982366B2 47 45
US20020075505A1 45 68
US20070101476A1 55 36
US20030088230A1 24 32
US20080281443A1 46 54
US20060122007A1 107 141
US20070299695A1 15 145
US20030214129A1 14 72
US20050038558A1 17 66
US20050147667A1 6 48
US20060177637A1 9 69
US20060254580A1 21 57
US20070089406A1 2 11
US20050016164A1 6 15
US20080156324A1 4 7
US20030075184A1 13 12
US20100265333A1 2 30
US20030189173A1 18 32
US07109470B2 13 32
US20050285038A1 27 53
US20100005046A1 17 24
US20050144394A1 15 11
US20030217113A1 15 80
US20080281394A1 11 14
US20090310489A1 17 116
US20060101178A1 4 3
US20030126281A1 3 6
US20040257995A1 30 34
US20030123393A1 16 25
US20080071711A1 13 29
US20060079761A1 27 20
US20080086339A1 19 170
US20080086338A1 6 60
US20070273023A1 19 36
US20030222344A1 25 52
US20060065972A1 5 11
US20100149031A1 37 48
US20060023655A1 9 28
US09240868B2 8 68
US20050185666A1 7 8
US20010055312A1 2 8
US20010047474A1 20 45
US20060098605A1 8 46
US20080270420A1 10 12
US20020035570A1 12 54
US08741320B2 1 1
US20020022038A1 12 26
US20080096538A1 3 15
US20040048627A1 13 24
US20070287931A1 10 26
US20020103512A1 23 69
US20070288898A1 5 11
US20040039483A1 4 27
US20090287943A1 21 99
US20050086544A1 12 26
US20090217073A1 8 32
US20090282274A1 29 37
US20090237409A1 4 6
US20020130888A1 2 7
US20100012003A1 4 54
US20090182834A1 1 18
US20060008256A1 37 234
US20100088296A1 42 65
US20100011037A1 43 29
US20090273562A1 14 30
US20050086515A1 9 15
US20060123240A1 8 19
US20060189232A1 7 19
US20030001880A1 28 86
US20050028217A1 16 14
US20040237122A1 20 23
US20100005179A1 14 22
US20060236365A1 19 33
US20080069923A1 50 37
US6875456B2 2 8
US20040228820A1 3 24
US6238682B1 6 11
US20010036964A1 10 22
US20070201375A1 10 104
US20040073650A1 17 21
US20030126287A1 50 62
US20070081542A1 18 15
US20030126289A1 76 102
US11160279B2 2 12
US20030083394A1 1 6
US20040064363A1 12 33
US20060234733A1 7 10
US20040001517A1 13 37
US20090259849A1 21 55
US20080178277A1 12 40
US20090110200A1 9 17
US20090183003A1 16 34
US20050289643A1 5 37
US20090204808A1 21 37
US20090278949A1 12 30
US20030184654A1 5 12
US20050162523A1 15 33
US20090279304A1 6 11
US20040120148A1 16 18
US20100053665A1 16 17
US20080144076A1 22 28
US20090171784A1 1 39
US20020087980A1 6 11
US20060036490A1 23 60
US20070061240A1 10 26
US20090242626A1 3 135
US20060064379A1 17 37
US20020179401A1 18 30
US20060283685A1 6 23
US20080041526A1 8 18
EP0732424A1 1 1
US5879519A 2 13
US09087460B2 14 48
US20070022794A1 3 4
US20030200690A1 5 22
US20090053554A1 13 13
US20100325253A1 6 11
US06901436B1 9 33
US20080114066A1 3 11
US20090047336A1 6 58
US20020119104A1 4 19
US09431828B2 14 40
US20050052165A1 3 20
US20060275289A1 14 30
US7026283B2 2 4
US20090141850A1 8 8
US20080310578A1 1 8
US20070149902A1 9 13
US20020193710A1 8 28
US20110173081A1 4 44
US20040093268A1 48 72
US20080270230A1 36 52
US20070224495A1 21 51
US20010028976A1 48 34
US20050003271A1 16 31
US20050053646A1 2 4
US20070294257A1 7 51
US20030041054A1 9 16
US20050278313A1 58 27
US20060064411A1 6 13
US20070160333A1 1 7
US20060126761A1 9 40
US20070208336A1 8 40
US20060271042A1 1 11
US20020188294A1 6 68
US20020169446A1 18 48
US20020032408A1 24 18
US20100259899A1 5 24
US20090190303A1 16 19
US20060139880A1 16 8
US20100042589A1 12 26
US20050108001A1 5 8
US20080291276A1 3 18
US20030060936A1 102 48
US20090055432A1 10 38
US20060031233A1 16 19
US20020049749A1 49 69
US20090131152A1 9 38
US20080050715A1 16 24
US20080256015A1 5 8
US20080159150A1 10 32
US20060045131A1 4 12
US20070214275A1 21 16
US20050234441A1 11 36
US20040092861A1 5 30
US20100249885A1 6 45
US20020193859A1 20 38
US20030181794A1 84 78
US20030191504A1 12 32
US20070143364A1 7 12
US20060035632A1 37 19
US09088665B2 13 51
US20050153729A1 3 30
US20060208888A1 9 19
US20060028343A1 24 71
US20080181961A1 13 16
US20070178164A1 26 41
US09727562B2 36 92
US20080022298A1 11 23
US20080307043A1 19 52
US20050204047A1 15 63
US09247285B2 17 38
US20080219638A1 7 17
US20070157248A1 22 27
US20090132484A1 9 92
US07707140B2 15 36
US06925608B1 18 27
US20060026170A1 54 106
US20070088616A1 54 30
US09088291B2 7 24
US20040148539A1 14 35
US20070192124A1 1 6
US20020016726A1 19 42
US20100209559A1 6 26
US20070104854A1 5 22
US20050255200A1 8 10
US20040054730A1 7 28
US20020152273A1 16 36
US20080120186A1 13 50
US20030139363A1 7 18
US09344862B2 42 90
US20050243978A1 28 44
US20040225753A1 18 51
US20070156909A1 8 9
US20090305088A1 5 75
US20090117419A1 23 46
US20070048568A1 18 19
US20030186093A1 14 31
US20100066289A1 11 18
US20060055363A1 23 31
US09075855B2 10 9
US20050210053A1 16 22
US20080023685A1 12 32
US20070164267A1 13 16
US20030039924A1 16 23
US20080111748A1 3 88
US20020113737A1 3 24
US20050245204A1 14 16
US20070085754A1 7 17
US20110106921A1 12 39
US20080031148A1 13 23
US20070253432A1 10 26
US20040098447A1 17 17
US20100154188A1 4 2
US20050006544A1 3 19
US20100031510A1 26 23
US20060070242A1 1 12
US20080235000A1 6 12
US20040255165A1 19 29
US20090113326A1 16 22
US20020161862A1 18 39
US20090326409A1 6 90
US20050245839A1 14 31
US20070185467A1 19 28
US20060258916A1 16 33
US20100094834A1 14 44
US20060195902A1 2 11
US20080120348A1 16 51
US20030046609A1 11 17
US20050221791A1 8 12
US20040233153A1 7 12
US20090153397A1 6 7
US20060222058A1 4 8
US20090216306A1 9 50
US20030018364A1 26 61
US20050182470A1 37 27
US20100023553A1 6 40
US20020069063A1 26 31
US20050182625A1 16 18
US20060053097A1 24 26
US20090044235A1 17 11
US20080243499A1 15 25
US20060085184A1 24 18
US20070135684A1 8 21
US20050043583A1 4 24
US20090049514A1 69 58
US20080184203A1 6 9
US20100083189A1 4 56
US20030103088A1 125 166
US20090153289A1 14 14
US20040095317A1 6 30
US20090322582A1 16 35
US20110117105A1 5 42
US7151164B2 1 1
US7074403B1 1 2
US7811570B2 1 9
US20100016975A1 1 63
US20040064189A1 11 20
US20020004685A1 44 22
US20040220674A1 1 14
US20110065026A1 4 52
US20030190518A1 7 24
US20060180798A1 6 11
US20030124410A1 4 20
US20050106450A1 3 7
US20070275053A1 1 8
US20070231387A1 6 21
US20070259038A1 5 13
US20070196242A1 24 12
US20040173488A1 14 16
US20090197974A1 7 108
US20060083761A1 2 2
US20040247658A1 13 11
US20050186252A1 24 36
US20090297308A1 18 27
US20050055996A1 9 18
US20050148902A1 4 3
US20010042315A1 9 19
US09088589B2 4 8
US20080060030A1 7 9
US20090270694A1 7 30
US20020103428A1 12 35
US20040078027A1 2 8
US20090057790A1 14 14
US20050089283A1 17 28
US20080264948A1 2 2
US20070034334A1 14 26
US20080005324A1 10 26
US20050021414A1 4 17
US20040015445A1 10 7
US20070177331A1 9 124
US20050108874A1 17 22
US20050137293A1 2 1
US20060120015A1 13 24
US20070231581A1 10 28
US20080252330A1 13 17
US20070063721A1 31 64
US20090308265A1 9 14
US20030007418A1 8 40
US20090288317A1 10 31
US20040187184A1 4 28
US20100122223A1 11 16
US20060053394A1 34 14
US20050261680A1 5 19
US20060189983A1 5 15
US20050192719A1 10 22
US20090301055A1 3 36
US20070272018A1 13 18
US20100030493A1 2 19
US20070245708A1 8 19
US20100145991A1 11 28
US20020032385A1 4 10
US20070094042A1 4 14
US20100157776A1 11 4
US20060227398A1 6 3
US20070286749A1 6 15
US20040136842A1 4 15
US20100195254A1 21 54
US20070274106A1 42 40
US20070274112A1 26 81
US20080137701A1 19 36
US20070063207A1 24 17
US20030222266A1 6 16
US20100208346A1 11 2
US20100003605A1 34 66
US20100267802A1 21 57
